img_id,img_filename,y,split,place,place_filename,img_folder,img_name
30,001.Black_footed_Albatross/Black_Footed_Albatross_0080_796096.jpg,1,0,1,/l/lake/natural/00002186.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0080_796096.jpg
32,001.Black_footed_Albatross/Black_Footed_Albatross_0017_796098.jpg,1,0,1,/o/ocean/00000364.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0017_796098.jpg
35,001.Black_footed_Albatross/Black_Footed_Albatross_0019_796104.jpg,1,0,0,/f/forest/broadleaf/00003512.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0019_796104.jpg
36,001.Black_footed_Albatross/Black_Footed_Albatross_0057_796106.jpg,1,0,1,/o/ocean/00000788.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0057_796106.jpg
37,001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg,1,0,1,/o/ocean/00002332.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0041_796108.jpg
40,001.Black_footed_Albatross/Black_Footed_Albatross_0071_796113.jpg,1,0,1,/o/ocean/00002174.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0071_796113.jpg
41,001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg,1,0,1,/l/lake/natural/00001006.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0077_796114.jpg
42,001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.jpg,1,0,0,/f/forest/broadleaf/00002052.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0032_796115.jpg
43,001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg,1,0,1,/o/ocean/00000901.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0038_212.jpg
46,001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg,1,0,1,/o/ocean/00000269.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0079_796122.jpg
49,001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.jpg,1,0,1,/l/lake/natural/00003328.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0036_796127.jpg
51,001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.jpg,1,0,1,/o/ocean/00000705.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0039_796132.jpg
53,001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,1,0,1,/o/ocean/00004916.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0068_796135.jpg
56,001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg,1,0,1,/l/lake/natural/00000719.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0069_796139.jpg
58,001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg,1,0,1,/l/lake/natural/00004217.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0063_796141.jpg
60,001.Black_footed_Albatross/Black_Footed_Albatross_0081_426.jpg,1,0,1,/l/lake/natural/00000925.jpg,001.Black_footed_Albatross,Black_Footed_Albatross_0081_426.jpg
62,002.Laysan_Albatross/Laysan_Albatross_0003_1033.jpg,1,0,1,/l/lake/natural/00002528.jpg,002.Laysan_Albatross,Laysan_Albatross_0003_1033.jpg
64,002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,1,0,0,/f/forest/broadleaf/00000697.jpg,002.Laysan_Albatross,Laysan_Albatross_0044_784.jpg
67,002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,1,0,1,/l/lake/natural/00003138.jpg,002.Laysan_Albatross,Laysan_Albatross_0071_792.jpg
72,002.Laysan_Albatross/Laysan_Albatross_0065_809.jpg,1,0,1,/l/lake/natural/00003442.jpg,002.Laysan_Albatross,Laysan_Albatross_0065_809.jpg
73,002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,1,0,1,/o/ocean/00000290.jpg,002.Laysan_Albatross,Laysan_Albatross_0061_563.jpg
74,002.Laysan_Albatross/Laysan_Albatross_0085_564.jpg,1,0,1,/o/ocean/00001309.jpg,002.Laysan_Albatross,Laysan_Albatross_0085_564.jpg
75,002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg,1,0,1,/l/lake/natural/00000367.jpg,002.Laysan_Albatross,Laysan_Albatross_0005_565.jpg
78,002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg,1,0,1,/o/ocean/00003413.jpg,002.Laysan_Albatross,Laysan_Albatross_0025_571.jpg
80,002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg,1,0,1,/l/lake/natural/00002055.jpg,002.Laysan_Albatross,Laysan_Albatross_0092_834.jpg
81,002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg,1,0,1,/l/lake/natural/00000502.jpg,002.Laysan_Albatross,Laysan_Albatross_0013_910.jpg
86,002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,1,0,1,/l/lake/natural/00004792.jpg,002.Laysan_Albatross,Laysan_Albatross_0047_619.jpg
89,002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,1,0,1,/l/lake/natural/00003205.jpg,002.Laysan_Albatross,Laysan_Albatross_0088_883.jpg
96,002.Laysan_Albatross/Laysan_Albatross_0076_671.jpg,1,0,1,/l/lake/natural/00004400.jpg,002.Laysan_Albatross,Laysan_Albatross_0076_671.jpg
97,002.Laysan_Albatross/Laysan_Albatross_0096_673.jpg,1,0,1,/o/ocean/00004001.jpg,002.Laysan_Albatross,Laysan_Albatross_0096_673.jpg
102,002.Laysan_Albatross/Laysan_Albatross_0056_500.jpg,1,0,1,/o/ocean/00003470.jpg,002.Laysan_Albatross,Laysan_Albatross_0056_500.jpg
104,002.Laysan_Albatross/Laysan_Albatross_0006_702.jpg,1,0,1,/l/lake/natural/00003327.jpg,002.Laysan_Albatross,Laysan_Albatross_0006_702.jpg
105,002.Laysan_Albatross/Laysan_Albatross_0073_927.jpg,1,0,1,/o/ocean/00002489.jpg,002.Laysan_Albatross,Laysan_Albatross_0073_927.jpg
110,002.Laysan_Albatross/Laysan_Albatross_0040_472.jpg,1,0,1,/o/ocean/00004755.jpg,002.Laysan_Albatross,Laysan_Albatross_0040_472.jpg
111,002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg,1,0,1,/l/lake/natural/00001251.jpg,002.Laysan_Albatross,Laysan_Albatross_0100_735.jpg
113,002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,1,0,1,/l/lake/natural/00004129.jpg,002.Laysan_Albatross,Laysan_Albatross_0029_482.jpg
115,002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,1,0,1,/l/lake/natural/00001955.jpg,002.Laysan_Albatross,Laysan_Albatross_0018_492.jpg
116,002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg,1,0,1,/o/ocean/00001687.jpg,002.Laysan_Albatross,Laysan_Albatross_0083_756.jpg
117,002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,1,0,1,/l/lake/natural/00002305.jpg,002.Laysan_Albatross,Laysan_Albatross_0094_1013.jpg
121,003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,1,0,1,/o/ocean/00001591.jpg,003.Sooty_Albatross,Sooty_Albatross_0038_1065.jpg
122,003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,1,0,1,/o/ocean/00002049.jpg,003.Sooty_Albatross,Sooty_Albatross_0031_1066.jpg
125,003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,1,0,1,/o/ocean/00001022.jpg,003.Sooty_Albatross,Sooty_Albatross_0043_1076.jpg
128,003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,1,0,1,/l/lake/natural/00003199.jpg,003.Sooty_Albatross,Sooty_Albatross_0063_1101.jpg
131,003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,1,0,1,/o/ocean/00004982.jpg,003.Sooty_Albatross,Sooty_Albatross_0070_796346.jpg
136,003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,1,0,1,/l/lake/natural/00004783.jpg,003.Sooty_Albatross,Sooty_Albatross_0032_1149.jpg
140,003.Sooty_Albatross/Sooty_Albatross_0045_1162.jpg,1,0,0,/b/bamboo_forest/00004002.jpg,003.Sooty_Albatross,Sooty_Albatross_0045_1162.jpg
141,003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,1,0,1,/l/lake/natural/00002932.jpg,003.Sooty_Albatross,Sooty_Albatross_0073_1171.jpg
142,003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,1,0,0,/f/forest/broadleaf/00002316.jpg,003.Sooty_Albatross,Sooty_Albatross_0074_1221.jpg
143,003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg,1,0,1,/l/lake/natural/00003231.jpg,003.Sooty_Albatross,Sooty_Albatross_0021_796339.jpg
145,003.Sooty_Albatross/Sooty_Albatross_0064_796343.jpg,1,0,1,/o/ocean/00000062.jpg,003.Sooty_Albatross,Sooty_Albatross_0064_796343.jpg
148,003.Sooty_Albatross/Sooty_Albatross_0017_796349.jpg,1,0,1,/o/ocean/00004395.jpg,003.Sooty_Albatross,Sooty_Albatross_0017_796349.jpg
151,003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,1,0,1,/o/ocean/00003640.jpg,003.Sooty_Albatross,Sooty_Albatross_0075_796352.jpg
159,003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,1,0,1,/l/lake/natural/00001028.jpg,003.Sooty_Albatross,Sooty_Albatross_0025_796361.jpg
164,003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,1,0,1,/o/ocean/00002375.jpg,003.Sooty_Albatross,Sooty_Albatross_0072_796371.jpg
166,003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,1,0,1,/o/ocean/00001602.jpg,003.Sooty_Albatross,Sooty_Albatross_0014_796373.jpg
168,003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,1,0,1,/o/ocean/00002616.jpg,003.Sooty_Albatross,Sooty_Albatross_0040_796375.jpg
174,003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,1,0,1,/o/ocean/00000917.jpg,003.Sooty_Albatross,Sooty_Albatross_0019_796391.jpg
176,003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,1,0,1,/l/lake/natural/00002352.jpg,003.Sooty_Albatross,Sooty_Albatross_0022_796398.jpg
184,004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559.jpg,0,0,0,/f/forest/broadleaf/00004066.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0071_1559.jpg
187,004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg,0,0,0,/b/bamboo_forest/00000533.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0105_1562.jpg
188,004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg,0,0,0,/f/forest/broadleaf/00003387.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0090_1567.jpg
189,004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg,0,0,0,/b/bamboo_forest/00000944.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0019_1585.jpg
194,004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,0,0,0,/f/forest/broadleaf/00002039.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0036_1604.jpg
197,004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg,0,0,0,/b/bamboo_forest/00002150.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0007_1615.jpg
202,004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg,0,0,0,/b/bamboo_forest/00003851.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0051_1650.jpg
203,004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg,0,0,0,/f/forest/broadleaf/00004336.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0015_1653.jpg
204,004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg,0,0,0,/f/forest/broadleaf/00001901.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0076_1661.jpg
206,004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg,0,0,0,/f/forest/broadleaf/00001588.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0002_1670.jpg
213,004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg,0,0,0,/b/bamboo_forest/00004237.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0047_1706.jpg
215,004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg,0,0,0,/b/bamboo_forest/00003902.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0077_1724.jpg
220,004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg,0,0,0,/f/forest/broadleaf/00001887.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0023_1485.jpg
221,004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg,0,0,0,/b/bamboo_forest/00002805.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0004_1528.jpg
222,004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg,0,0,0,/b/bamboo_forest/00001036.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0056_1493.jpg
224,004.Groove_billed_Ani/Groove_Billed_Ani_0058_1751.jpg,0,0,0,/f/forest/broadleaf/00002954.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0058_1751.jpg
225,004.Groove_billed_Ani/Groove_Billed_Ani_0027_1754.jpg,0,0,0,/b/bamboo_forest/00000896.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0027_1754.jpg
227,004.Groove_billed_Ani/Groove_Billed_Ani_0055_1501.jpg,0,0,0,/b/bamboo_forest/00001963.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0055_1501.jpg
228,004.Groove_billed_Ani/Groove_Billed_Ani_0065_1502.jpg,0,0,0,/b/bamboo_forest/00000744.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0065_1502.jpg
230,004.Groove_billed_Ani/Groove_Billed_Ani_0006_1763.jpg,0,0,0,/f/forest/broadleaf/00004036.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0006_1763.jpg
232,004.Groove_billed_Ani/Groove_Billed_Ani_0061_1510.jpg,0,0,0,/f/forest/broadleaf/00000099.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0061_1510.jpg
235,004.Groove_billed_Ani/Groove_Billed_Ani_0032_1776.jpg,0,0,0,/b/bamboo_forest/00001405.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0032_1776.jpg
238,004.Groove_billed_Ani/Groove_Billed_Ani_0012_1784.jpg,0,0,1,/o/ocean/00001371.jpg,004.Groove_billed_Ani,Groove_Billed_Ani_0012_1784.jpg
241,005.Crested_Auklet/Crested_Auklet_0061_794904.jpg,1,0,1,/l/lake/natural/00002904.jpg,005.Crested_Auklet,Crested_Auklet_0061_794904.jpg
243,005.Crested_Auklet/Crested_Auklet_0010_794907.jpg,1,0,1,/l/lake/natural/00000295.jpg,005.Crested_Auklet,Crested_Auklet_0010_794907.jpg
245,005.Crested_Auklet/Crested_Auklet_0029_1824.jpg,1,0,1,/l/lake/natural/00003423.jpg,005.Crested_Auklet,Crested_Auklet_0029_1824.jpg
247,005.Crested_Auklet/Crested_Auklet_0013_794914.jpg,1,0,1,/o/ocean/00003655.jpg,005.Crested_Auklet,Crested_Auklet_0013_794914.jpg
248,005.Crested_Auklet/Crested_Auklet_0047_794918.jpg,1,0,1,/o/ocean/00001458.jpg,005.Crested_Auklet,Crested_Auklet_0047_794918.jpg
249,005.Crested_Auklet/Crested_Auklet_0005_794922.jpg,1,0,1,/l/lake/natural/00002815.jpg,005.Crested_Auklet,Crested_Auklet_0005_794922.jpg
253,005.Crested_Auklet/Crested_Auklet_0032_794931.jpg,1,0,1,/o/ocean/00004162.jpg,005.Crested_Auklet,Crested_Auklet_0032_794931.jpg
256,005.Crested_Auklet/Crested_Auklet_0045_794940.jpg,1,0,0,/b/bamboo_forest/00003690.jpg,005.Crested_Auklet,Crested_Auklet_0045_794940.jpg
257,005.Crested_Auklet/Crested_Auklet_0001_794941.jpg,1,0,1,/l/lake/natural/00001980.jpg,005.Crested_Auklet,Crested_Auklet_0001_794941.jpg
258,005.Crested_Auklet/Crested_Auklet_0039_794944.jpg,1,0,1,/o/ocean/00002949.jpg,005.Crested_Auklet,Crested_Auklet_0039_794944.jpg
261,005.Crested_Auklet/Crested_Auklet_0052_794952.jpg,1,0,1,/l/lake/natural/00000011.jpg,005.Crested_Auklet,Crested_Auklet_0052_794952.jpg
263,005.Crested_Auklet/Crested_Auklet_0003_794962.jpg,1,0,1,/l/lake/natural/00003907.jpg,005.Crested_Auklet,Crested_Auklet_0003_794962.jpg
264,005.Crested_Auklet/Crested_Auklet_0033_794964.jpg,1,0,1,/o/ocean/00001223.jpg,005.Crested_Auklet,Crested_Auklet_0033_794964.jpg
266,005.Crested_Auklet/Crested_Auklet_0062_794968.jpg,1,0,1,/l/lake/natural/00004979.jpg,005.Crested_Auklet,Crested_Auklet_0062_794968.jpg
267,005.Crested_Auklet/Crested_Auklet_0073_785248.jpg,1,0,1,/l/lake/natural/00002489.jpg,005.Crested_Auklet,Crested_Auklet_0073_785248.jpg
268,005.Crested_Auklet/Crested_Auklet_0067_785249.jpg,1,0,1,/l/lake/natural/00002582.jpg,005.Crested_Auklet,Crested_Auklet_0067_785249.jpg
269,005.Crested_Auklet/Crested_Auklet_0066_785251.jpg,1,0,1,/l/lake/natural/00003817.jpg,005.Crested_Auklet,Crested_Auklet_0066_785251.jpg
272,005.Crested_Auklet/Crested_Auklet_0071_785255.jpg,1,0,1,/l/lake/natural/00001541.jpg,005.Crested_Auklet,Crested_Auklet_0071_785255.jpg
273,005.Crested_Auklet/Crested_Auklet_0077_785257.jpg,1,0,1,/o/ocean/00004460.jpg,005.Crested_Auklet,Crested_Auklet_0077_785257.jpg
274,005.Crested_Auklet/Crested_Auklet_0069_785258.jpg,1,0,1,/o/ocean/00002666.jpg,005.Crested_Auklet,Crested_Auklet_0069_785258.jpg
275,005.Crested_Auklet/Crested_Auklet_0075_785259.jpg,1,0,1,/l/lake/natural/00000375.jpg,005.Crested_Auklet,Crested_Auklet_0075_785259.jpg
276,005.Crested_Auklet/Crested_Auklet_0072_785260.jpg,1,0,1,/o/ocean/00002234.jpg,005.Crested_Auklet,Crested_Auklet_0072_785260.jpg
278,005.Crested_Auklet/Crested_Auklet_0063_794901.jpg,1,0,1,/l/lake/natural/00004243.jpg,005.Crested_Auklet,Crested_Auklet_0063_794901.jpg
280,005.Crested_Auklet/Crested_Auklet_0030_794937.jpg,1,0,1,/o/ocean/00003992.jpg,005.Crested_Auklet,Crested_Auklet_0030_794937.jpg
281,005.Crested_Auklet/Crested_Auklet_0040_794912.jpg,1,0,1,/l/lake/natural/00003424.jpg,005.Crested_Auklet,Crested_Auklet_0040_794912.jpg
283,006.Least_Auklet/Least_Auklet_0035_1888.jpg,1,0,1,/o/ocean/00000766.jpg,006.Least_Auklet,Least_Auklet_0035_1888.jpg
284,006.Least_Auklet/Least_Auklet_0050_1924.jpg,1,0,1,/l/lake/natural/00004507.jpg,006.Least_Auklet,Least_Auklet_0050_1924.jpg
285,006.Least_Auklet/Least_Auklet_0058_1931.jpg,1,0,1,/l/lake/natural/00001196.jpg,006.Least_Auklet,Least_Auklet_0058_1931.jpg
289,006.Least_Auklet/Least_Auklet_0015_795065.jpg,1,0,1,/l/lake/natural/00003811.jpg,006.Least_Auklet,Least_Auklet_0015_795065.jpg
290,006.Least_Auklet/Least_Auklet_0026_795066.jpg,1,0,1,/o/ocean/00002622.jpg,006.Least_Auklet,Least_Auklet_0026_795066.jpg
291,006.Least_Auklet/Least_Auklet_0043_795067.jpg,1,0,1,/o/ocean/00000359.jpg,006.Least_Auklet,Least_Auklet_0043_795067.jpg
293,006.Least_Auklet/Least_Auklet_0045_795069.jpg,1,0,1,/l/lake/natural/00001808.jpg,006.Least_Auklet,Least_Auklet_0045_795069.jpg
294,006.Least_Auklet/Least_Auklet_0008_795071.jpg,1,0,1,/l/lake/natural/00001885.jpg,006.Least_Auklet,Least_Auklet_0008_795071.jpg
295,006.Least_Auklet/Least_Auklet_0012_795074.jpg,1,0,1,/l/lake/natural/00004388.jpg,006.Least_Auklet,Least_Auklet_0012_795074.jpg
297,006.Least_Auklet/Least_Auklet_0020_795080.jpg,1,0,1,/o/ocean/00002264.jpg,006.Least_Auklet,Least_Auklet_0020_795080.jpg
299,006.Least_Auklet/Least_Auklet_0017_795084.jpg,1,0,0,/f/forest/broadleaf/00003676.jpg,006.Least_Auklet,Least_Auklet_0017_795084.jpg
301,006.Least_Auklet/Least_Auklet_0052_795088.jpg,1,0,1,/l/lake/natural/00002792.jpg,006.Least_Auklet,Least_Auklet_0052_795088.jpg
302,006.Least_Auklet/Least_Auklet_0027_795091.jpg,1,0,1,/l/lake/natural/00004944.jpg,006.Least_Auklet,Least_Auklet_0027_795091.jpg
303,006.Least_Auklet/Least_Auklet_0010_795092.jpg,1,0,1,/l/lake/natural/00003657.jpg,006.Least_Auklet,Least_Auklet_0010_795092.jpg
305,006.Least_Auklet/Least_Auklet_0060_795095.jpg,1,0,1,/l/lake/natural/00003210.jpg,006.Least_Auklet,Least_Auklet_0060_795095.jpg
306,006.Least_Auklet/Least_Auklet_0034_795096.jpg,1,0,1,/l/lake/natural/00001719.jpg,006.Least_Auklet,Least_Auklet_0034_795096.jpg
307,006.Least_Auklet/Least_Auklet_0042_1874.jpg,1,0,1,/l/lake/natural/00002279.jpg,006.Least_Auklet,Least_Auklet_0042_1874.jpg
310,006.Least_Auklet/Least_Auklet_0011_795109.jpg,1,0,1,/o/ocean/00003811.jpg,006.Least_Auklet,Least_Auklet_0011_795109.jpg
313,006.Least_Auklet/Least_Auklet_0030_795116.jpg,1,0,1,/o/ocean/00001016.jpg,006.Least_Auklet,Least_Auklet_0030_795116.jpg
317,006.Least_Auklet/Least_Auklet_0029_795122.jpg,1,0,1,/l/lake/natural/00000792.jpg,006.Least_Auklet,Least_Auklet_0029_795122.jpg
319,006.Least_Auklet/Least_Auklet_0057_795126.jpg,1,0,1,/l/lake/natural/00002491.jpg,006.Least_Auklet,Least_Auklet_0057_795126.jpg
321,006.Least_Auklet/Least_Auklet_0054_795130.jpg,1,0,1,/o/ocean/00000019.jpg,006.Least_Auklet,Least_Auklet_0054_795130.jpg
322,006.Least_Auklet/Least_Auklet_0038_795132.jpg,1,0,1,/o/ocean/00002880.jpg,006.Least_Auklet,Least_Auklet_0038_795132.jpg
323,006.Least_Auklet/Least_Auklet_0063_795134.jpg,1,0,1,/o/ocean/00003076.jpg,006.Least_Auklet,Least_Auklet_0063_795134.jpg
324,007.Parakeet_Auklet/Parakeet_Auklet_0004_795921.jpg,1,0,1,/o/ocean/00000948.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0004_795921.jpg
326,007.Parakeet_Auklet/Parakeet_Auklet_0027_795925.jpg,1,0,0,/f/forest/broadleaf/00004790.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0027_795925.jpg
327,007.Parakeet_Auklet/Parakeet_Auklet_0056_795926.jpg,1,0,1,/l/lake/natural/00004010.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0056_795926.jpg
328,007.Parakeet_Auklet/Parakeet_Auklet_0012_795927.jpg,1,0,1,/o/ocean/00002106.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0012_795927.jpg
331,007.Parakeet_Auklet/Parakeet_Auklet_0007_795932.jpg,1,0,1,/l/lake/natural/00003064.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0007_795932.jpg
332,007.Parakeet_Auklet/Parakeet_Auklet_0041_795933.jpg,1,0,1,/o/ocean/00003420.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0041_795933.jpg
333,007.Parakeet_Auklet/Parakeet_Auklet_0035_795934.jpg,1,0,1,/l/lake/natural/00001720.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0035_795934.jpg
334,007.Parakeet_Auklet/Parakeet_Auklet_0038_795935.jpg,1,0,1,/o/ocean/00003587.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0038_795935.jpg
335,007.Parakeet_Auklet/Parakeet_Auklet_0069_795936.jpg,1,0,1,/o/ocean/00001877.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0069_795936.jpg
336,007.Parakeet_Auklet/Parakeet_Auklet_0073_795939.jpg,1,0,1,/o/ocean/00000934.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0073_795939.jpg
338,007.Parakeet_Auklet/Parakeet_Auklet_0036_795943.jpg,1,0,1,/o/ocean/00004256.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0036_795943.jpg
339,007.Parakeet_Auklet/Parakeet_Auklet_0028_795944.jpg,1,0,0,/f/forest/broadleaf/00002605.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0028_795944.jpg
341,007.Parakeet_Auklet/Parakeet_Auklet_0043_795948.jpg,1,0,1,/o/ocean/00004763.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0043_795948.jpg
342,007.Parakeet_Auklet/Parakeet_Auklet_0045_795953.jpg,1,0,1,/l/lake/natural/00003335.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0045_795953.jpg
349,007.Parakeet_Auklet/Parakeet_Auklet_0042_795961.jpg,1,0,1,/l/lake/natural/00000975.jpg,007.Parakeet_Auklet,Parakeet_Auklet_0042_795961.jpg
